Timestamp,610nm,680nm,730nm,760nm,810nm,860nm
2026-05-19 18:01:57,15.93,3.06,1.74,1.71,1.78,1.21
2026-05-19 18:01:59,15.93,3.06,1.74,1.71,1.78,1.21
2026-05-19 18:02:02,15.93,3.06,1.74,1.71,1.78,1.21
2026-05-19 18:02:05,15.93,3.06,1.74,1.71,1.78,1.21
2026-05-19 18:02:07,15.93,3.06,1.74,1.71,1.78,1.21
2026-05-19 18:02:10,15.93,3.06,1.74,1.71,1.78,1.21
2026-05-19 18:02:12,14.8,3.06,1.74,1.71,1.78,1.21
2026-05-19 18:02:15,13.66,3.06,1.74,1.71,1.78,1.21
2026-05-19 18:02:18,15.93,3.06,1.74,1.71,1.78,1.21
2026-05-19 18:02:20,13.66,3.06,1.74,1.71,1.78,1.21
2026-05-19 18:02:23,13.66,3.06,1.74,1.71,1.78,1.21
2026-05-19 18:02:26,11.38,3.06,1.74,1.71,1.78,1.21
2026-05-19 18:02:28,7.97,2.04,1.74,1.71,0.89,1.21
2026-05-19 18:02:31,10.24,2.04,0.87,0.86,0.89,1.21
2026-05-19 18:02:33,9.11,2.04,0.87,0.86,0.89,1.21
2026-05-19 18:02:35,9.11,2.04,0.87,0.86,0.89,1.21
2026-05-19 18:02:39,9.11,2.04,0.87,0.86,0.89,1.21
2026-05-19 18:02:41,9.11,2.04,0.87,0.86,0.89,1.21
2026-05-19 18:02:44,10.24,2.04,0.87,0.86,0.89,1.21
2026-05-19 18:02:46,6.83,2.04,0.87,0.86,0.89,1.21
2026-05-19 18:02:48,7.97,2.04,0.87,0.86,0.89,1.21
2026-05-19 18:02:52,7.97,2.04,0.87,0.86,0.89,1.21
2026-05-19 18:02:54,9.11,2.04,0.87,0.86,0.89,1.21
2026-05-19 18:02:56,10.24,2.04,0.87,0.86,0.89,1.21
2026-05-19 18:02:59,9.11,2.04,0.87,0.86,0.89,1.21
2026-05-19 18:03:02,9.11,2.04,0.87,0.86,0.89,1.21
2026-05-19 18:03:05,9.11,2.04,0.87,0.86,0.89,1.21
2026-05-19 18:03:07,9.11,2.04,0.87,0.86,0.89,1.21
2026-05-19 18:03:09,9.11,2.04,0.87,0.86,0.89,1.21
2026-05-19 18:03:12,9.11,2.04,0.87,0.86,0.89,1.21
2026-05-19 18:03:15,14.8,3.06,1.74,1.71,0.89,1.21
2026-05-19 18:03:18,13.66,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:03:20,13.66,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:03:23,13.66,3.06,1.74,0.86,0.89,1.21
2026-05-19 18:03:25,15.93,3.06,1.74,0.86,0.89,1.21
2026-05-19 18:03:28,15.93,3.06,1.74,0.86,1.78,1.21
2026-05-19 18:03:30,,,,,,
2026-05-19 18:03:32,22.76,3.06,3.48,1.71,1.78,1.21
2026-05-19 18:03:34,22.76,3.06,3.48,1.71,1.78,1.21
2026-05-19 18:03:37,22.76,3.06,3.48,1.71,1.78,1.21
2026-05-19 18:03:40,19.35,3.06,3.48,1.71,1.78,1.21
2026-05-19 18:03:43,20.49,2.04,3.48,1.71,0.89,1.21
2026-05-19 18:03:45,22.76,3.06,3.48,1.71,1.78,1.21
2026-05-19 18:03:47,22.76,3.06,3.48,1.71,1.78,1.21
2026-05-19 18:03:50,22.76,3.06,3.48,1.71,1.78,1.21
2026-05-19 18:03:53,22.76,3.06,3.48,1.71,1.78,1.21
2026-05-19 18:03:56,22.76,3.06,3.48,1.71,1.78,1.21
2026-05-19 18:03:58,22.76,3.06,3.48,1.71,1.78,1.21
2026-05-19 18:04:00,22.76,3.06,3.48,1.71,1.78,1.21
2026-05-19 18:04:03,22.76,3.06,3.48,1.71,1.78,1.21
2026-05-19 18:04:06,22.76,3.06,3.48,1.71,1.78,1.21
2026-05-19 18:04:09,22.76,3.06,3.48,1.71,1.78,1.21
2026-05-19 18:04:11,22.76,3.06,3.48,1.71,1.78,1.21
2026-05-19 18:04:14,22.76,3.06,3.48,1.71,1.78,1.21
2026-05-19 18:04:16,19.35,3.06,3.48,0.86,0.89,1.21
2026-05-19 18:04:18,22.76,3.06,3.48,1.71,0.89,1.21
2026-05-19 18:04:22,22.76,3.06,3.48,1.71,0.89,1.21
2026-05-19 18:04:24,22.76,2.04,3.48,1.71,0.89,1.21
2026-05-19 18:04:27,22.76,2.04,3.48,1.71,0.89,1.21
2026-05-19 18:04:29,22.76,3.06,3.48,1.71,0.89,1.21
2026-05-19 18:04:31,22.76,2.04,3.48,1.71,0.89,1.21
2026-05-19 18:04:35,22.76,2.04,3.48,1.71,0.89,1.21
2026-05-19 18:04:37,22.76,3.06,3.48,1.71,0.89,1.21
2026-05-19 18:04:40,22.76,3.06,3.48,0.86,0.89,1.21
2026-05-19 18:04:42,22.76,3.06,3.48,1.71,0.89,1.21
2026-05-19 18:04:45,22.76,2.04,3.48,0.86,0.89,1.21
2026-05-19 18:04:48,22.76,2.04,3.48,0.86,0.89,1.21
2026-05-19 18:04:50,22.76,3.06,3.48,0.86,0.89,1.21
2026-05-19 18:04:53,22.76,3.06,3.48,0.86,0.89,1.21
2026-05-19 18:04:55,22.76,2.04,3.48,0.86,0.89,1.21
2026-05-19 18:04:58,22.76,2.04,3.48,0.86,0.89,1.21
2026-05-19 18:05:01,22.76,3.06,3.48,0.86,0.89,1.21
2026-05-19 18:05:03,22.76,3.06,3.48,0.86,0.89,1.21
2026-05-19 18:05:06,22.76,3.06,3.48,0.86,0.89,1.21
2026-05-19 18:05:08,22.76,3.06,3.48,0.86,0.89,1.21
2026-05-19 18:05:11,22.76,2.04,3.48,0.86,0.89,1.21
2026-05-19 18:05:14,22.76,3.06,3.48,0.86,0.89,1.21
2026-05-19 18:05:16,22.76,2.04,3.48,0.86,0.89,1.21
2026-05-19 18:05:19,22.76,2.04,3.48,0.86,0.89,1.21
2026-05-19 18:05:21,9.11,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:05:24,10.24,1.02,1.74,0.86,0.89,1.21
2026-05-19 18:05:27,10.24,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:05:29,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:05:32,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:05:34,11.38,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:05:37,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:05:40,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:05:42,11.38,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:05:45,11.38,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:05:47,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:05:51,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:05:53,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:05:56,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:05:58,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:06:00,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:06:03,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:06:06,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:06:09,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:06:11,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:06:13,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:06:16,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:06:18,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:06:22,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:06:24,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:06:27,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:06:29,12.52,2.04,1.74,0.86,0.89,1.21
2026-05-19 18:06:32,12.52,2.04,1.74,1.71,0.89,1.21
2026-05-19 18:06:35,23.9,4.08,19.99,12.85,16.01,2.41
