prepared_row_id,sample_id,610_nm,680_nm,730_nm,760_nm,810_nm,860_nm,label,label_numeric,iqr_outlier_count,iqr_outlier,robust_z_outlier_count,robust_z_outlier,strong_outlier_candidate,610_nm_sum_ratio,680_nm_sum_ratio,730_nm_sum_ratio,760_nm_sum_ratio,810_nm_sum_ratio,860_nm_sum_ratio,610_nm_to_610,680_nm_to_610,730_nm_to_610,760_nm_to_610,810_nm_to_610,860_nm_to_610
25,27,20.49,2.04,4.35,2.57,0.89,0.0,Fresh,1,0,False,0,False,False,0.6753460777851023,0.06723796967699408,0.14337508239947264,0.0847066578773896,0.029334212261041534,0.0,1.0,0.09956076134699854,0.212298682284041,0.12542703757930698,0.04343582235236701,0.0
26,28,7.97,3.06,1.74,0.86,0.89,0.0,Fresh,1,0,False,0,False,False,0.5488980716253443,0.21074380165289258,0.11983471074380166,0.05922865013774105,0.06129476584022039,0.0,1.0,0.38393977415307406,0.21831869510664995,0.10790464240903389,0.11166875784190716,0.0
27,29,13.66,2.04,2.61,1.71,0.89,0.0,Fresh,1,0,False,0,False,False,0.6532759445241512,0.0975609756097561,0.12482065997130559,0.08177905308464849,0.04256336681013869,0.0,1.0,0.1493411420204978,0.1910688140556369,0.12518301610541727,0.06515373352855051,0.0
28,30,7.97,1.02,1.74,0.86,0.0,0.0,Fresh,1,0,False,0,False,False,0.6876617773943055,0.08800690250215704,0.15012942191544434,0.07420189818809318,0.0,0.0,1.0,0.12797992471769135,0.21831869510664995,0.10790464240903389,0.0,0.0
29,32,3.41,1.02,0.87,0.86,0.0,0.0,Fresh,1,0,False,0,False,False,0.5535714285714286,0.16558441558441558,0.14123376623376624,0.1396103896103896,0.0,0.0,1.0,0.2991202346041056,0.25513196480938416,0.25219941348973607,0.0,0.0
30,33,3.41,1.02,0.87,0.0,0.0,0.0,Fresh,1,1,True,0,False,False,0.6433962264150944,0.19245283018867926,0.1641509433962264,0.0,0.0,0.0,1.0,0.2991202346041056,0.25513196480938416,0.0,0.0,0.0
31,34,14.8,1.02,1.74,0.86,0.0,0.0,Fresh,1,0,False,0,False,False,0.8034744842562433,0.055374592833876225,0.09446254071661239,0.046688382193268194,0.0,0.0,1.0,0.06891891891891892,0.11756756756756756,0.058108108108108104,0.0,0.0
32,35,17.07,3.06,2.61,1.71,0.89,0.0,Fresh,1,0,False,0,False,False,0.6736385161799526,0.12075769534333071,0.10299921073401735,0.06748224151539069,0.035122336227308606,0.0,1.0,0.17926186291739896,0.15289982425307555,0.10017574692442882,0.05213825424721734,0.0
33,36,27.32,5.1,3.48,2.57,1.78,1.21,Fresh,1,0,False,0,False,False,0.6589483839845635,0.12301013024602026,0.08393632416787265,0.061987457790641576,0.04293294741919923,0.029184756391702843,1.0,0.18667642752562225,0.1273792093704246,0.09407027818448023,0.06515373352855051,0.04428989751098097
34,37,23.9,6.12,2.61,1.71,1.78,1.21,Fresh,1,0,False,0,False,False,0.6402357353335117,0.16394320921510847,0.0699169568711492,0.04580766139833913,0.047682828824002134,0.03241360835788909,1.0,0.2560669456066946,0.10920502092050209,0.07154811715481171,0.07447698744769875,0.050627615062761505
35,38,21.63,8.16,2.61,1.71,1.78,1.21,Fresh,1,0,False,0,False,False,0.5830188679245283,0.21994609164420484,0.07035040431266845,0.04609164420485175,0.04797843665768194,0.03261455525606469,1.0,0.37725381414701803,0.12066574202496533,0.07905686546463246,0.08229311141932502,0.055940822931114194
36,39,26.18,5.1,4.35,2.57,1.78,1.21,Fresh,1,0,False,0,False,False,0.6355911629036173,0.12381646030589946,0.10560815731973779,0.06239378489924738,0.04321437242049041,0.02937606215100752,1.0,0.1948051948051948,0.16615737203972497,0.09816653934300992,0.06799083269671505,0.046218487394957986
37,40,14.8,3.06,3.48,1.71,0.89,1.21,Fresh,1,0,False,0,False,False,0.588469184890656,0.12166998011928429,0.13836978131212724,0.06799204771371768,0.035387673956262425,0.04811133200795228,1.0,0.20675675675675675,0.23513513513513512,0.11554054054054053,0.06013513513513513,0.08175675675675675
38,41,29.59,9.19,3.48,2.57,2.67,1.21,Fresh,1,0,False,0,False,False,0.6074727981933894,0.1886676247177171,0.07144323547526175,0.05276123999178813,0.054814206528433586,0.024840895093409976,1.0,0.3105778979384927,0.11760729976343359,0.08685366677931733,0.09023318688746197,0.040892193308550186
39,42,26.18,8.16,3.48,2.57,1.78,1.21,Fresh,1,0,False,0,False,False,0.6035039188566159,0.18810511756569848,0.08022130013831258,0.059243891194098654,0.04103273397879207,0.027893038266482248,1.0,0.3116883116883117,0.13292589763177998,0.09816653934300992,0.06799083269671505,0.046218487394957986
40,43,33.01,7.14,4.35,2.57,2.67,1.21,Fresh,1,0,False,0,False,False,0.6478900883218841,0.14013738959764474,0.08537782139352305,0.050441609421000975,0.052404317958783114,0.023748773307163885,1.0,0.21629809148742807,0.13177824901544985,0.07785519539533475,0.08088458043017267,0.036655558921538926
41,44,56.91,12.25,5.21,3.43,3.56,1.21,Fresh,1,0,False,0,False,False,0.6892333777400993,0.14835896814823787,0.06309797747365872,0.04154051108150661,0.043114932784304234,0.014654232772193292,1.0,0.21525215252152524,0.09154805833772624,0.06027060270602707,0.06255491126339835,0.02126164118784045
42,45,36.42,8.16,4.35,2.57,2.67,1.21,Fresh,1,0,False,0,False,False,0.6576381365113759,0.14734561213434452,0.07854821235102924,0.04640664499819429,0.048212351029252434,0.021849042975803538,1.0,0.22405271828665568,0.11943986820428334,0.07056562328390993,0.07331136738056013,0.03322350356946732
43,46,35.28,10.21,3.48,2.57,2.67,1.21,Fresh,1,0,False,0,False,False,0.6365932876217972,0.18422952002887044,0.06279321544568747,0.046373150487188736,0.048177553229880904,0.02183327318657524,1.0,0.2893990929705216,0.09863945578231292,0.07284580498866212,0.07568027210884354,0.03429705215419501
44,48,20.49,5.1,4.35,2.57,1.78,1.21,Fresh,1,0,False,0,False,False,0.5771830985915493,0.14366197183098592,0.12253521126760562,0.07239436619718309,0.05014084507042254,0.03408450704225352,1.0,0.24890190336749635,0.212298682284041,0.12542703757930698,0.08687164470473402,0.05905319668130796
45,49,33.01,8.16,3.48,2.57,2.67,1.21,Fresh,1,0,False,0,False,False,0.6459882583170253,0.15968688845401174,0.06810176125244619,0.05029354207436399,0.052250489236790605,0.023679060665362035,1.0,0.24719781884277495,0.1054225992123599,0.07785519539533475,0.08088458043017267,0.036655558921538926
46,50,40.98,10.21,4.35,2.57,3.56,1.21,Fresh,1,0,False,0,False,False,0.6517175572519083,0.1623727735368957,0.0691793893129771,0.040871501272264625,0.056615776081424936,0.01924300254452926,1.0,0.2491459248413861,0.1061493411420205,0.06271351878965349,0.08687164470473402,0.02952659834065398
47,51,12.52,2.04,2.61,1.71,0.89,0.0,Fresh,1,0,False,0,False,False,0.6332827516439049,0.1031866464339909,0.13201820940819423,0.08649468892261002,0.04501770359129995,0.0,1.0,0.16293929712460065,0.2084664536741214,0.1365814696485623,0.07108626198083068,0.0
48,52,30.73,8.16,3.48,2.57,2.67,1.21,Fresh,1,0,False,0,False,False,0.6294551413355183,0.1671446128635805,0.07128226136829169,0.05264235968865219,0.054690700532568616,0.024784924211388774,1.0,0.26553856166612433,0.11324438659290595,0.08363163032866905,0.08688577936869508,0.039375203384315
49,53,6.83,1.02,1.74,0.86,0.0,0.0,Fresh,1,0,False,0,False,False,0.6535885167464115,0.09760765550239235,0.16650717703349283,0.08229665071770335,0.0,0.0,1.0,0.1493411420204978,0.2547584187408492,0.1259150805270864,0.0,0.0
50,55,31.87,7.14,3.48,2.57,2.67,1.21,Fresh,1,0,False,0,False,False,0.6512055578259093,0.14589293011851245,0.07110747854515734,0.05251328156926849,0.054556599918267265,0.024724152022885165,1.0,0.22403514276749292,0.10919359899592092,0.08064010040790712,0.08377784750549105,0.037966739880765606
51,56,22.76,4.08,3.48,2.57,1.78,1.21,Fresh,1,0,False,0,False,False,0.6343366778149386,0.11371237458193979,0.09698996655518394,0.07162764771460423,0.049609810479375696,0.03372352285395763,1.0,0.17926186291739893,0.15289982425307555,0.11291739894551844,0.078207381370826,0.0531634446397188
52,58,30.73,5.1,4.35,2.57,2.67,1.21,Fresh,1,0,False,0,False,False,0.659017799699764,0.10937164915290584,0.09328758310100792,0.05511473300450353,0.05725927514475659,0.025948959897061974,1.0,0.16596160104132768,0.14155548324113243,0.08363163032866905,0.08688577936869508,0.039375203384315
53,59,28.46,7.14,2.61,1.71,1.78,1.21,Fresh,1,0,False,0,False,False,0.6632486599860172,0.166394779771615,0.06082498252155674,0.03985085061757166,0.04148217198788161,0.028198555115357724,1.0,0.25087842586085735,0.09170765987350667,0.0600843288826423,0.06254392129304287,0.04251581166549543
54,60,17.07,3.06,3.48,2.57,1.78,1.21,Fresh,1,0,False,0,False,False,0.585190263969832,0.10490229688035653,0.11930065135413095,0.08810421666095303,0.06102159753171066,0.041480973603016794,1.0,0.17926186291739896,0.2038664323374341,0.15055653192735793,0.10427650849443468,0.07088459285295841
55,61,38.7,8.16,5.21,3.43,2.67,1.21,Fresh,1,0,False,0,False,False,0.6517345907713035,0.13742000673627483,0.08773997979117548,0.05776355675311553,0.044964634557089926,0.020377231391040754,1.0,0.21085271317829457,0.134625322997416,0.08863049095607235,0.0689922480620155,0.03126614987080103
56,62,3.41,0.0,0.87,0.86,0.0,0.0,Fresh,1,0,False,0,False,False,0.6634241245136187,0.0,0.16926070038910504,0.16731517509727625,0.0,0.0,1.0,0.0,0.25513196480938416,0.25219941348973607,0.0,0.0
57,63,13.66,4.08,1.74,0.86,0.89,0.0,Fresh,1,0,False,0,False,False,0.6434291097503533,0.19218087611869994,0.08195949128591616,0.040508714083843614,0.041921808761187,0.0,1.0,0.2986822840409956,0.1273792093704246,0.0629575402635432,0.06515373352855051,0.0
58,64,15.93,3.06,3.48,2.57,1.78,0.0,Fresh,1,0,False,0,False,False,0.5939597315436241,0.11409395973154363,0.1297539149888143,0.09582401193139448,0.06636838180462341,0.0,1.0,0.192090395480226,0.2184557438794727,0.1613308223477715,0.11173885750156937,0.0
59,65,28.46,4.08,3.48,2.57,0.89,1.21,Fresh,1,0,False,0,False,False,0.6994347505529614,0.10027033669206194,0.0855246989432293,0.06316048169083313,0.021872695994101746,0.029737036126812486,1.0,0.14335910049191847,0.12227687983134224,0.09030217849613492,0.031271960646521435,0.04251581166549543
60,67,20.49,5.1,2.61,1.71,1.78,1.21,Fresh,1,0,False,0,False,False,0.6227963525835866,0.15501519756838905,0.07933130699088146,0.05197568389057751,0.0541033434650456,0.036778115501519756,1.0,0.24890190336749635,0.1273792093704246,0.08345534407027819,0.08687164470473402,0.05905319668130796
61,68,22.76,5.1,2.61,1.71,1.78,1.21,Fresh,1,0,False,0,False,False,0.6471424509525163,0.14500995166334943,0.07421097526300824,0.0486209837930054,0.05061131646289451,0.034404321865226045,1.0,0.22407732864674865,0.11467486818980667,0.07513181019332162,0.078207381370826,0.0531634446397188
62,69,15.93,3.06,2.61,1.71,0.89,0.0,Fresh,1,0,False,0,False,False,0.6582644628099174,0.12644628099173555,0.10785123966942149,0.07066115702479339,0.03677685950413223,0.0,1.0,0.192090395480226,0.1638418079096045,0.10734463276836158,0.05586942875078468,0.0
63,70,7.97,1.02,0.87,0.86,0.0,0.0,Fresh,1,0,False,0,False,False,0.7434701492537314,0.0951492537313433,0.08115671641791046,0.08022388059701493,0.0,0.0,1.0,0.12797992471769135,0.10915934755332497,0.10790464240903389,0.0,0.0
64,71,18.21,7.14,2.61,1.71,2.67,1.21,Fresh,1,0,False,0,False,False,0.5427719821162443,0.21281669150521607,0.07779433681073024,0.050968703427719815,0.0795827123695976,0.0360655737704918,1.0,0.3920922570016474,0.14332784184514002,0.09390444810543656,0.14662273476112025,0.06644700713893464
65,72,50.08,11.23,5.21,3.43,3.56,1.21,Fresh,1,0,False,0,False,False,0.6702355460385439,0.15029443254817987,0.06972698072805139,0.04590471092077088,0.04764453961456103,0.016193790149892934,1.0,0.224241214057508,0.10403354632587859,0.06849041533546327,0.07108626198083068,0.024161341853035145
66,73,7.97,2.04,1.74,0.86,0.89,0.0,Fresh,1,0,False,0,False,False,0.5903703703703703,0.1511111111111111,0.1288888888888889,0.0637037037037037,0.06592592592592593,0.0,1.0,0.2559598494353827,0.21831869510664995,0.10790464240903389,0.11166875784190716,0.0
67,74,17.07,0.0,3.48,2.57,0.0,1.21,Fresh,1,0,False,0,False,False,0.7016029593094945,0.0,0.14303329223181258,0.10563090834360869,0.0,0.049732840115084255,1.0,0.0,0.2038664323374341,0.15055653192735793,0.0,0.07088459285295841
